KEY,Vietnamese,English
L41_CAMPAIGN_MES_2_TieuPhong,"Người sử dụng thành thạo nhất loại độc dược này là quận chúa Triệu Mẫn, chúng ta phải đến hỏi cho ra nhẽ.",
L41_CAMPAIGN_MES_3_DuThanChi,Có kẻ xâm nhập! Bắt lấy chúng!,
L41_CAMPAIGN_MES_4_QuachTinh,Các ngươi định xông vào hoàng cung sao. Thật không biết lượng sức!,
L41_CAMPAIGN_MES_5_TaTon,Bọn người Tống! Các ngươi dám tới đây sao!,
L41_CAMPAIGN_MES_6_DoanDu,"Hoàng Cung ở đây toàn cao thủ canh gác, làm sao chúng ta vào được đây.",
L41_CAMPAIGN_MES_7_TieuPhong,"Chúng ta đi một vòng quanh đây, biết đâu tìm được sự trợ giúp nào đó.",
L41_CAMPAIGN_MES_8_HuTruc,"Phải đó. Nơi đây có rất nhiều bí kíp võ công lưu lạc, biết đâu chúng ta tìm được.",
L41_CAMPAIGN_MES_9_TruongVoKi,Kẻ nào to gan dám đến khiêu chiến ?,
L41_CAMPAIGN_MES_10_DoanDu,"Vô Kỵ huynh, sao uống say đến nỗi này vậy. Huynh làm gì ở đây thế ?",
L41_CAMPAIGN_MES_11_TruongVoKi,"Là Triệu Mẫn, cô ta đã đầu độc và giam giữ người của Minh Giáo, ta phải tới để lấy thuốc giải cho nhân sĩ võ lâm.",
L41_CAMPAIGN_MES_12_HuTruc,Bọn tiểu đệ cũng đang tìm gặp Triệu Mẫn cô nương. Huynh yên tâm các đệ sẽ cố gắng lấy thuốc giải độc cho huynh.,
L41_CAMPAIGN_MES_13_TruongVoKi,Được vậy thì tốt quá. Ta ngồi đây uống rượu tiếp chờ tin mừng của các đệ.,
L41_CAMPAIGN_MES_14_TrieuMan,Lần đầu tiên có người Tống xông được vào đây. Ta sẽ đích thân xử lý!,
L41_CAMPAIGN_MES_15_TrieuMan,Quả là cao thủ! Ta nhận thua. Các ngươi đến đây chắc cũng vì thuốc giải độc đúng không?,
L41_CAMPAIGN_MES_16_DoanDu,Việc xâm chiếm Trung Nguyên liệu có phải do quận chúa ra tay đúng không? Ta thấy chất độc của cô trong các tử thi quân địch.,
L41_CAMPAIGN_MES_17_TrieuMan,"Ta e rằng có hiểu lầm ở đây. Chất độc ta có đưa cho Kim Luân Pháp Vương để đầu độc Minh Giáo, ta chỉ muốn giáo chủ Vô Kỵ tới đây để lấy thuốc giải thôi. Không biết ông ta làm gì với thuốc độc của ta nữa.",
L41_CAMPAIGN_MES_18_HuTruc,Cũng vừa hay ta mới gặp Vô Kỵ huynh. Để ta báo với huynh ấy đến gặp quận chúa.,
L41_CAMPAIGN_MES_19_TrieuMan,"Chàng đang ở đây sao, sao không chịu vào gặp ta, phiền các huynh mời chàng vào hoàng cung.",
,,
L42_MAINQUEST,Trở lại Cổ Mộ,
L42_CAMPAIGN_MES_0_DoanDu,Huynh có chắc là giáo chủ Lâm Triều Anh của Cổ Mộ phái có liên quan đến chuyện này chứ ?,
L42_CAMPAIGN_MES_1_HuTruc,Nếu là để tạo ra một hình nhân Vương Trùng Dương tấn công vào Trung Nguyên để đổ tội cho Toàn Chân giáo thì ta nghĩ Cổ Mộ phái là có nhiều nghi vấn nhất. Mối thù của họ là động lực cho chuyện này.,
L42_CAMPAIGN_MES_2_TieuPhong,"Có vẻ như nghi ngờ này có cơ sở khi mà bỗng nhiên Cổ Mộ phái đưa rất nhiều cao thủ ra canh gác, anh em cẩn trọng !",
L42_CAMPAIGN_MES_3_HuTruc,Có vẻ như họ đã điều hết các cao thủ ra tiếp đón chúng ta rồi. Ta càng nghi ngờ chuyện này là thật.,
L42_CAMPAIGN_MES_4_DoanDu,"Bình tĩnh lại đã huynh, chúng ta đều biết mối quan hệ giữa hai trưởng môn Lâm Triều Anh và Vương Trùng Dương. Đệ không nghĩ vì thù hận mà bà ấy nhẫn tâm làm như vậy với Vương sư phụ đâu.",
L42_CAMPAIGN_MES_5_TieuPhong,Chúng ta phải nhanh lên ! Ta nghĩ các âm mưu tiếp theo nhằm vào Trung Nguyên vẫn đang được âm thầm thực hiện.,
L42_CAMPAIGN_MES_6_TieuLongNu,Đây là cấm cung của Cổ Mộ phái. Các ngươi dám đến làm loạn à!,
L42_CAMPAIGN_MES_7_LamTrieuAnh,Các ngươi định làm gì? Chuyện xông vào đây làm loạn là không thể tha thứ. Hãy xem võ công bổn môn !,
L42_CAMPAIGN_MES_8_DoanDu,"Tại hạ vô tình mạo phạm, mong chưởng môn bỏ qua cho.",
L42_CAMPAIGN_MES_9_LamTrieuAnh,Quả là lợi hại. Không ngờ công phu tu luyện cả đời của ta lại bại trận dễ dàng vậy.,
L42_CAMPAIGN_MES_10_TieuPhong,Việc xâm chiếm Trung Nguyên dưới danh nghĩa của Toàn Chân giáo là âm mưu của bà đúng không vậy ?,
L42_CAMPAIGN_MES_11_LamTrieuAnh,Sao các ngươi có thể nghĩ vậy. Dù ta có thù với Vương Trùng Dương thì ta cũng không thể làm chuyện xấu xa như vậy được. Có vẻ như thế lực phương Nam đã hành động rồi!,
L42_CAMPAIGN_MES_12_HuTruc,Thế lực phương Nam ? Họ là ai vậy ?,
L42_CAMPAIGN_MES_13_LamTrieuAnh,Ta cũng không rõ lắm. Đạt Ma tổ sư đã từng nói với ta về mối họa này. Ta cử người canh gác cũng chỉ muốn yên ổn trong này thôi.,
L42_CAMPAIGN_MES_14_DoanDu,Tại hạ xin lỗi vì đã hiểu lầm. Tại hạ sẽ đến gặp Đạt Ma sư tổ để thỉnh giáo.,
,,
L43_MAINQUEST,Tàng Kinh Các,
L43_CAMPAIGN_MES_0_DoanDu,Tàng Kinh Các của chùa Thiếu Lâm thật hoành tráng. Chúng ta phải xâm nhập vào nơi được canh gác cẩn mật bậc nhất Thiếu Lâm này sao ?,
L43_CAMPAIGN_MES_1_HuTruc,"Để có thể gặp được Đạt Ma tổ sư, chúng ta phải làm vậy. Ta ở đây một thời gian dài mà còn chưa từng bước chân vào đây.",
L43_CAMPAIGN_MES_2_DoanDu,"Hy vọng ông ấy sẽ nói cho chúng ta biết Thế lực Phương Nam là kẻ nào, bọn chúng có âm mưu gì.",
L43_CAMPAIGN_MES_3_DoanDu,"Nơi này đường đi thật phức tạp, các cao  tăng bảo vệ cũng thật hung dữ.",
L43_CAMPAIGN_MES_4_HuTruc,Vì nơi đây chứa rất nhiều bí kíp võ công quý giá. Chúng ta tìm xung quanh xem có thể sẽ giúp ích nhiều cho chúng ta.,
L43_CAMPAIGN_MES_5_HuTruc,Một gian hầm kì bí. Ta có cảm giác nơi này có một cao thủ sức mạnh khủng khiếp ẩn náu.,
L43_CAMPAIGN_MES_6_DoanDu,Đây là ảo giác hay là thật đây? Quả là một thế trận kỳ ảo!,
L43_CAMPAIGN_MES_7_DatMa,Các ngươi đã tới rồi. Ta đã đợi các ngươi lâu rồi. Hãy tỉ thí với lão tăng một hiệp đấu nào.,
L43_CAMPAIGN_MES_8_DoanDu,"Đại sư, bọn tại hạ chỉ đến hỏi chuyện thôi, không dám mạo phạm đến đại tăng.",
L43_CAMPAIGN_MES_9_DatMa,"Hãy chứng tỏ bản thân, rồi ta sẽ nói hết những gì các ngươi thắc mắc.",
L43_CAMPAIGN_MES_10_HuTruc,"Vậy tại hạ xin lãnh giáo, mong lão sư phụ nhẹ tay!",
L43_CAMPAIGN_MES_11_DatMa,"Quả là trẻ tuổi anh hùng, thật xứng đáng với những gì ta kỳ vọng.",
L43_CAMPAIGN_MES_12_DoanDu,"Đa tạ đại sư quá khen, tại hạ muốn biết về Thế lực Phương Nam, bọn chúng đang có ý đồ gì vậy.",
L43_CAMPAIGN_MES_13_DatMa,Bọn chúng là một kẻ thù lâu đời của ta. Tuy bọn chúng đã thất bại dưới tay Thiếu Lâm nhưng vẫn đang ôm mộng trả thủ. Bọn ác nhân Tây Vực cũng chỉ là một con bài thăm dò của chúng thôi. Ta nghĩ kế hoạch lớn của bọn chung sắp được thực hiện rồi.,
L43_CAMPAIGN_MES_14_DoanDu,"Ác ma Tây Vực đã làm cho chúng ta khốn đốn bao nay, cũng chỉ là tay sai của bọn chúng sao ?",
L43_CAMPAIGN_MES_15_DatMa,"Đừng quá lo lắng, các ngươi cũng rất có năng lực. Giờ hãy ở lại chùa Thiếu Lâm này, ta sẽ đích thân truyền dạy võ công cho các ngươi và lập kế hoạch chống lại Thế lực Phương Nam.",
L43_CAMPAIGN_MES_16_HuTruc,Đa tạ lão sư phụ đã giúp đỡ !,
,,
L44_MAINQUEST,Giang Nam ,
L44_CAMPAIGN_MES_0_DoanDu,"Chúng ta đã đến Giang Nam, nơi này nghe nói có rất nhiều cao thủ ẩn mình không tham gia vào võ lâm Trung Nguyên, hy vọng chúng ta sẽ được học hỏi nhiều điều.",
L44_CAMPAIGN_MES_1_TieuPhong,"Người phía Nam năng lực cao vậy sao? Lần đầu tiên ta mới đến khu vực này đấy, hy vọng được thỉnh giáo nhiều.",
L44_CAMPAIGN_MES_2_HuTruc,Chúng ta hãy tìm các cao thủ và thuyết phục họ tham gia trước khi họ gia nhập Thế lực Phương Nam,
L44_CAMPAIGN_MES_3_DoanDu,"Nơi này quả là nhiều cao thủ, nhưng sao đệ thấy ai cũng ham tiền vậy nhỉ, may mà chúng ta cũng mang đi kha khá.",
L44_CAMPAIGN_MES_4_HuTruc,"Nơi đây là vậy, nhiều kẻ sử dụng võ công để kiếm ăn qua ngày mà",
L44_CAMPAIGN_MES_5_TieuPhong,Chỉ cần có nhiều tiền là có thể thu nạp được họ. Ta lo rằng Thế lực Phương Nam sẽ dùng tiền để mua chuộc họ.,
L44_CAMPAIGN_MES_6_DoanDu,Chúng ta không mang đủ tiền để thuyết phục được nhiều người theo phe ta. Đệ nghĩ hôm nay chúng ta sẽ tìm lấy một người xứng đáng nhất để tuyển mộ về phe ta thôi.,
L44_CAMPAIGN_MES_7_HuTruc,Chắc vậy. Có lẽ chúng ta sắp tìm được anh ta rồi.,
L44_CAMPAIGN_MES_8_KimMaoSuVuong,Muốn vào cổng phải nộp 500 lượng hoặc tỉ thí võ công với ta !,
L44_CAMPAIGN_MES_9_HoangSam,Mời các vị huynh đệ uống trà đàm đạo võ công !,
L44_CAMPAIGN_MES_10_YeuNguyet,Vào đây cũng phải nộp tiền nhé huynh !,
L44_CAMPAIGN_MES_11_VuongTrungDuong,Kính mời quý khách dùng bữa !,
L44_CAMPAIGN_MES_12_LenhHoXung,Muốn vào quan phủ phải nộp tiền cho ta !,
L44_CAMPAIGN_MES_13_LucTieuPhung,"Các vị cao thủ từ xa đến, thật là may ta cần nhờ các vị phá án giúp. Kẻ thủ ác đang ẩn náu ở phía bên kia sông. Phiền ngài đi bắt hắn giúp ta.",
L44_CAMPAIGN_MES_14_DoanDu,"Quan phủ ở đây trẻ thật. Chúng ta nên lập công giúp ông ta, sẽ có nhiều lợi ích về sau.",
L44_CAMPAIGN_MES_15_TieuPhong,"Chúng ta sẽ giúp ông, đừng lo lắng. Chúng ta sẽ sớm đưa thủ phạm về chịu tội.",
L44_CAMPAIGN_MES_16_LucTieuPhung,"Tốt lắm. Hãy tìm người trong hình này, cẩn thận hắn có võ công khá đấy.",
L44_CAMPAIGN_MES_17_DoanDu,Kia chẳng phải là kẻ bị quan phủ truy nã sao. Bắt lấy ông ta!,
L44_CAMPAIGN_MES_18_DoanDu,Quả là ông ta có sức mạnh đáng nể. Nhưng giờ chúng ta sẽ đưa ông về quan phủ chịu tội.,
L44_CAMPAIGN_MES_19_ChuBaThong,"Các ngươi nói gì vậy ? Ta chính là quan phủ đây, các ngươi bị lừa rồi, có phải tên có ria mép không?",
L44_CAMPAIGN_MES_20_DoanDu,Ủa vậy sao. Quả đúng là gã có ria mép báo có hung thủ giết người đang trốn ở đây mà. Thật sự xin lỗi ông vì đã hiểu nhầm.,
L44_CAMPAIGN_MES_21_ChuBaThong,"Hắn là Lục Tiểu Phụng, một kẻ láu cá có tiếng ở đây. Ta cũng bị hắn lừa đến đây, hắn còn cả gan mạo danh ta để làm loạn nữa.",
L44_CAMPAIGN_MES_22_HuTruc,Quan phủ yên tâm bọn tại hạ sẽ về gặp hắn và làm cho ra lẽ.,
L44_CAMPAIGN_MES_23_TieuPhong,"Lục Tiểu Phụng, ngươi là kẻ lừa đảo dối trá !",
L44_CAMPAIGN_MES_24_LucTieuPhung,"Haha. Bị bại lộ rồi, chuồn thôi!",
L44_CAMPAIGN_MES_25_LucTieuPhung,"Đừng đánh nữa, ta nhận thua. Ta chỉ đùa một chút thôi mà. Nãy giờ cũng kiếm được chút nhờ làm quan phủ.",
L44_CAMPAIGN_MES_26_DoanDu,"Xem ra ngươi cũng có năng lực, bọn ta đang thu thập lực lượng để bảo vệ Trung Nguyên trước một thế lực rất mạnh. Ngươi có muốn tham gia không?",
L44_CAMPAIGN_MES_27_LucTieuPhung,Chỉ cần trả đủ ta sẽ tham gia !,
L44_CAMPAIGN_MES_28_DoanDu,"Yên tâm, ta sẽ không để ngươi chịu thiệt đâu.",
,,
L45_MAINQUEST,Long Môn Tiêu Cục,
L45_CAMPAIGN_MES_0_DoanDu,"Sở Lưu Hương ư, tên đạo soái nổi tiếng ấy không dễ gì tóm được, sao huynh lại cam đoan rằng hắn ở tiêu cục này vậy.",
L45_CAMPAIGN_MES_1_LucTieuPhung,"Ta đã điều tra hắn rất lâu rồi, Hôm nay là ngày rằm, chắc hẳn hắn ta sẽ quay về đây. Phải bắt được hắn ta mới yên tâm đi cùng các huynh đệ được.",
L45_CAMPAIGN_MES_2_TieuPhong,"Được thôi, chúng ta cũng rất mong được gặp mặt gã trộm huyền thoại này.",
L45_CAMPAIGN_MES_3_HuTruc,Làm sao chúng ta có thể biết hắn là ai nhỉ. Nơi đây canh phòng cẩn mật thế này không lẽ phải tìm hết mọi ngõ ngách ?,
L45_CAMPAIGN_MES_4_LucTieuPhung,"Hắn có thể là bất kỳ ai, tài nghệ cải trang của hắn đã ở mức siêu phàm rồi. Khi thi triển võ công hắn ta để lại một mùi hương đặc trưng, các huynh đệ hãy chú ý.",
L45_CAMPAIGN_MES_5_DoanDu,Như vậy là ta phải đi khiêu chiến từng người trong tiêu cục này sao ?,
L45_CAMPAIGN_MES_6_LucTieuPhung,"Nơi này có rất nhiều của cải quý hiếm, chắc hẳn hắn sẽ không bỏ qua đâu, ta linh cảm hắn đang ở rất gần rồi.",
L45_CAMPAIGN_MES_7_HuTruc,"Ta thấy có mùi hương kỳ lạ, không lẽ là của hắn ?",
L45_CAMPAIGN_MES_8_TieuPhong,"Nhanh lên, ta nóng lòng muốn nhìn thấy hắn.",
L45_CAMPAIGN_MES_9_LucTieuPhung,"Đây rồi, người quen cũ. Lần này ngươi không thoát được đâu !",
L45_CAMPAIGN_MES_10_SoLuuHuong,"Lục Tiểu Phụng, ngươi có thể ngừng bám theo ta có được không ? Lần này cũng sẽ như mọi lần thôi, đừng hòng bắt được ta.",
L45_CAMPAIGN_MES_11_TieuPhong,"Lần này sẽ khác, có bọn ta ở đây rồi.",
L45_CAMPAIGN_MES_12_SoLuuHuong,Các người là ai ? Sao có thể có võ công cao cường vậy ?,
L45_CAMPAIGN_MES_13_TieuPhong,"Các hạ cũng thật phi phàm, người như thế này mà không trọng dụng thì thật là uổng phí. Hãy theo bọn ta cứu nhân độ thế!",
L45_CAMPAIGN_MES_14_SoLuuHuong,"Không bao giờ ! Ta tự do tự tại hành tẩu giang hồ, không thể bị lệ thuộc ai được !",
L45_CAMPAIGN_MES_15_DoanDu,"Việc này vô cùng quan trọng, liên quan đến mối an nguy của Đại Tống, mong huynh hãy cân nhắc. Hơn nữa chúng ta cũng có thù lao hậu hĩnh cho huynh, hãy tham gia cùng với đệ.",
L45_CAMPAIGN_MES_16_SoLuuHuong,Chuyện gì liên quan đến Đại Tống vậy ? Ta tuy là kẻ phiêu bạt giang hồ nhưng xã tắc lâm nguy thì cũng sẵn lòng giúp đỡ.,
L45_CAMPAIGN_MES_17_DoanDu,"Tốt rồi ! Chúng ta sẽ bàn sau, giờ phải rút ra khỏi đây trước đã.",
,,
,,
L46_MAINQUEST,Tuyệt Tình Cốc,
L46_CAMPAIGN_MES_0_CaoNhan,"Các hạ quả là bậc kỳ tài trong thiên hạ. Xin chúc mừng các hạ đã vượt qua những chặng đường khó khăn nhất trong quá trình hành tẩu giang hồ. Những thử thách mới đang được chúng ta chuẩn bị, xin hãy kiên nhẫn chờ đợi !",
,,
DungeonHelp,"Truyền Tống Trận là cánh cửa bí ẩn dẫn đến những nơi ẩn giấu trên giang hồ.\n Trong chế độ chơi này, bạn được sử dụng đệ tử hỗ trợ từ các thành viên trong bang\n Có 2 tầng trong mỗi thách thức, kết thúc tầng 1, có 2 lựa chọn khó hoặc bình thường cho tầng 2.\n Mỗi lần chiến thắng, Chưởng Môn sẽ nhận được hỗ trợ sức mạnh để tiếp tục hành trình.\nKhi sử dụng tính năng Triệu Hồi Đệ Tử trong truyền tống trận, cấp độ Đại Điện của Chưởng Môn càng cao, đệ tử được triệu hồi càng mạnh.\n Hãy sử dụng tối ưu các hỗ trợ để vượt qua hết chướng ngại và dành lấy các phần thưởng quý giá","World Portals là cánh cửa xuyên không để bạn phiêu lưu diệt trừ quái vật khắp nơi trên thế giới.\n     Trong chế độ chơi này, bạn được sử dụng heroes hỗ trợ từ các thành viên trong bang\n     Có 2 tầng trong mỗi thách thức, kết thúc tầng 1, có 2 lựa chọn khó hoặc bình thường cho tầng 2.\n     Mỗi lần chiến thắng, bạn sẽ nhận được hỗ trợ sức mạnh để tiếp tục hành trình.\n     Hãy sử dụng tối ưu các hỗ trợ để vượt qua hết chướng ngại và dành lấy các phần thưởng quý giá"
IAPNotAvailable,Hệ thống mua hàng hiện không khả dụng. Thử khởi động lại xem!,
AppVersionText,Phiên bản: {0},Phiên bản: {0}
,,
ADDED_26_3_2020_____________________ADDED,ADDED_26_3_2020_____________________ADDED,
OfflineGiftLb,Quà mừng tái xuất!,
LoginGoolePlayWarning,Đăng nhập bằng tài khoản GoolePlay để bảo vệ tiến trình chơi nếu bạn chơi nhiều tài khoản trên thiết bị Android.,Đăng nhập bằng tài khoản GoolePlay để bảo vệ tiến trình chơi nếu bạn chơi nhiều tài khoản trên thiết bị Android.
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
ADDED_31_3_2020_____________________ADDED,ADDED_31_3_2020_____________________ADDED,
DeleteChatTab,Chưởng Môn có muốn xóa đoạn hội thoại này không?,Bạn có muốn xóa đoạn hội thoại này không?
,,
ADDED_4_3_2020_____________________ADDED,ADDED_4_3_2020_____________________ADDED,
SkytowerMin50,Vượt qua ải 50 mới được xếp hạng,Vượt qua ải 50 mới được xếp hạng
BountyBoardUnlockProgress,Cấp tiếp theo sẽ mở Cáo Thị : {0},Cấp tiếp theo sẽ mở nhiệm vụ : {0}
BountyBoardBlockProgress,Cấp tiếp theo sẽ bỏ Cáo Thị : {0},Cấp tiếp theo sẽ bỏ nhiệm vụ : {0}
SkillUnlocked,Kĩ năng được mở:,Kĩ năng được mở:
OFFLINE_REMINDER,"Hảo hán, lạc trôi đi đâu mà lâu thế. Hãy quay trở lại với thế giới kiếm hiệp để nhận những phần thưởng bất ngờ, thú vị nhé!","Hảo hán, ngài lạc trôi đi đâu mà lâu thế. Hãy quay trở lại với game để nhận những phần thưởng bất ngờ, thú vị nhé!"
,,
ADDED_13_4_2020_____________________ADDED,ADDED_13_4_2020_____________________ADDED,
Mythic,Thần,Thần Thoại
Mythic1,Thần,Thần Thoại I
Mythic2,Thần,Thần Thoại II
Mythic3,Thần,Thần Thoại III
Mythic4,Thần,Thần Thoại IV
Mythic5,Thần,Thần Thoại V
,,
ADDED_17_4_2020_____________________ADDED,ADDED_17_4_2020_____________________ADDED,
SignupInGroup,ĐĂNG KÝ TRONG NHÓM {0},SIGNUP IN GROUP {0}
ClanJoinCount,Bang Hội tham gia: {0},Clan join: {0}
ClanBattle,BANG HỘI TRANH BÁ,CLAN BATTLE
tournament,GIẢI ĐẤU,TOURNAMENT
RandomGroup,NHÓM NGẪU NHIÊN,RANDOM GROUP
MyClan,BANG HỘI CỦA TÔI,MY CLAN
WaitRegisterGroup,Chờ bang chủ xếp đội,Wait register group for battle tournament
NextRoundStart,LƯỢT KẾ TIẾP BẮT ĐẦU TRONG,NEXT ROUND START IN
HallOfChampion,THIÊN HẠ ĐỆ NHẤT,HALL OF CHAMPION
COLLECT,THU THẬP,COLLECT
BET,CƯỢC,BET
BetRate,x {0},x {0}
BetOfTournament,CƯỢC,BET OF TOURNAMENT
Betted,Đã cược,Betted
BetHistory,LỊCH SỬ CƯỢC,BET HISTORY
?????,?????,?????
CHAMPIONLIST,DANH SÁCH NHÀ VÔ ĐỊCH,CHAMPION LIST
NODATAAVAIABLE,Không có dữ liệu!,No data avaiable!
QUEST_DailyDungeon,Đánh một trận ở Truyền Tống Trận,Đánh một trận ở cổng thế giới
QUEST_WeeklyDungeon,Vượt qua tầng 2 của Truyền Tống Trận,Quét sạch tầng 2 của Cổng thế giới
CLANWARREWARD,PHẤN THƯỞNG BANG CHIẾN,PHẤN THƯỞNG CLAN WAR
Champion,Nhà Vô Địch,Nhà Vô Địch
RunningUp,Hạng Nhì,RunningUp
RunningUp34,Hạng 3-4,Hạng 3-4
RunningUp58,Hạng 5-8,Hạng 5-8
RunningUp916,Hạng 9-16,Hạng 9-16
RunningUpThamGia,,
ToS_Accept,Bấm XÁC NHẬN để chấp nhận các điều khoản của chúng tôi,Bấm XÁC NHẬN để chấp nhận các điều khoản của chúng tôi
ButtonBack,TRỞ LẠI,TRỞ LẠI
ButtonDetail,CHI TIẾT,CHI TIẾT
PlayerShowName,[19F325]{0}[-],[19F325]{0}[-]
Pause,Tạm dừng,Tạm dừng
DmgDealed,Sát thương gây ra,Sát thương gây ra
Healed,Số sinh lực hồi phục,Số máu hồi phục
DmgTook,Sát thương gánh chịu,Sát thương gánh chịu
Ultimate,Nộ Chiêu,Tuyệt Kỹ
UpgradeLb,NÂNG CẤP,NÂNG CẤP
EnhanceLb,TĂNG SAO,TĂNG SAO
RefineLb,TINH LUYỆN,TINH LUYỆN
LevelLb,Cấp,Cấp
LevelUpHero,TĂNG CẤP,TĂNG CẤP
LevelUpHeroX10,TĂNG 10 CẤP,TĂNG 10 CẤP
RequireUpgradeTitle,VẬT PHẨM TIÊU HAO,VẬT PHẨM DẪN LÔ
Passive,Nội Tại,Nội Tại
TinhNangClanWar,"1. Mỗi giải đấu Bang hội kéo dài 2 tuần và có 5 vòng: Vòng loại, 1/8, Vòng tứ kết, Bán kết, Chung kết.\n 2.Mỗi Bang hội có thể chọn một bảng trong Vòng loại sau đó chiến đấu chống lại những bang khác trong cùng bảng trong hệ thống loại trực tiếp. Chỉ Bang chủ và Phó bang chủ mới có thể chọn bảng cho bang hội của họ. Chỉ có 1 bang trong mỗi bảng có thể đi tiếp vào vòng tiếp theo.\n 3. Bốn vòng tiếp theo diển ra 1 ngày mỗi vòng, Bang chủ và Phó bang chủ có thể thay đổi đội hình giữa mỗi vòng.\n 4. Tất cả các phần thưởng có thể được nhận sau khi trận chiến cuối cùng kết thúc.\n 5. Tính năng đặt cược đang được phát triển.","1. Mỗi giải đấu Bang hội kéo dài 2 tuần và có 5 vòng: Vòng loại, 1/8, Vòng tứ kết, Bán kết, Chung kết.\n 2.Mỗi Bang hội có thể chọn một bảng trong Vòng loại sau đó chiến đấu chống lại những bang khác trong cùng bảng trong hệ thống loại trực tiếp. Chỉ Bang chủ và Phó bang chủ mới có thể chọn bảng cho bang hội của họ. Chỉ có 1 bang trong mỗi bảng có thể đi tiếp vào vòng tiếp theo.\n 3. Bốn vòng tiếp theo diển ra 1 ngày mỗi vòng, Bang chủ và Phó bang chủ có thể thay đổi đội hình giữa mỗi vòng.\n 4. Tất cả các phần thưởng có thể được nhận sau khi trận chiến cuối cùng kết thúc.\n 5. Bạn có thể đặt cược vào đội mà bạn nghĩ sẽ chiến thắng và kiếm được nhiều tài nguyên sau đó. Chúc may mắn và vui vẻ!"
ClanWarTitle,Bang Chiến,
SkillCooldown,\n[50230E]Hồi chiêu: {0} giây[-],\n[50230E]Hồi chiêu: {0} giây[-]
SkillUnlockHint,[ff0000] (Mở khóa ở cấp độ {0})[-]\n\n,[ff0000] (Mở khóa ở cấp độ {0})[-]\n\n
,,
PickLane,Chọn Đường,
PickLaneDesc,"1. Mỗi thành viên phải tham gia và chọn một đường để chiến đấu. Nếu không, họ không thể chiến đấu cho bang hội của mình và sẽ không nhận được phần thưởng.\n 2. Một bang hội phải có ít nhất 3 thành viên tham gia và ít nhất 1 người trên mỗi đường, mỗi thành viên được chiến thắng tối đa 6 trận, hết 6 trận sẽ phải nhường lượt đánh cho thành viên khác. Nếu số lượng thành viên tham gia ít hơn 3, bang hội này sẽ bị loại khỏi giải đấu. Đội hình thi đấu trong Bang Chiến chính là đội hình phòng thủ ở Luận Kiếm.\n 3. Bang Chủ và Phó Bang có thể thay đổi đội hình bằng cách hoán đổi, di chuyển thành viên sang vị trí khác theo ý muốn.\n 4. Bang hội tiêu diệt tất cả đội của đối thủ trong một đường thì thắng trong đường đó. Bang hội chiến thắng 2 đường thì chiến thắng cả trận chiến.\n 5. Hãy nhớ lưu đội hình bang hội của Chưởng Môn trước khi trận chiến bắt đầu.","1. Mỗi thành viên phải tham gia và chọn một đường để chiến đấu. Nếu không, họ không thể chiến đấu cho bang hội của mình và sẽ không nhận được phần thưởng. \ n2. Một bang hội phải có ít nhất 3 người chơi tham gia và ít nhất 1 người trên mỗi đường. Nếu số lượng người chơi tham gia ít hơn 3, bang hội này sẽ bị loại khỏi giải đấu. Ba người chơi đầu tiên phải chọn một đường trống. \ n3. Người lãnh đạo và Phó thủ lĩnh có thể thay đổi đội hình bằng cách hoán đổi đội hình, di chuyển người chơi sang vị trí khác theo ý muốn. \ N4. Bang hội tiêu diệt tất cả đội của đối thủ trong một đường thì thắng trong đường đó. Bang hội chiến thắng trong 2 đường thì chiến thắng cả trận chiến. \ N5. Hãy nhớ lưu đội hình bang hội của bạn trước khi trận chiến bắt đầu."
YOU_ARE_NOT_ALLOW_MODIFY,Không có quyền lưu đội hình,
,,
VIPSystem,HỆ THỐNG VIP,HỆ THỐNG VIP
VIPDetail,"- Điểm VIP có được từ việc tăng cấp độ môn phái hoặc mua các gói nạp từ Cửa Hàng Nạp
- Cấp độ VIP sẽ tự tăng khi đạt mức độ yêu cầu
- Tăng cấp VIP sẽ được hưởng thêm rất nhiều lợi ích và phần quà giá trị","- Điểm VIP có được từ việc tăng cấp độ người chơi hoặc mua các gói nạp từ Cửa Hàng Nạp
- Cấp độ VIP sẽ tự tăng khi đạt mức độ yêu cầu
- Tăng cấp VIP sẽ được hưởng thêm rất nhiều lợi ích và phần quà giá trị"
SupportTeamSystem,TƯƠNG TRỢ HẢO HỮU,TRỢ UY
